,Feeder Name,Feeder Head Node,Substation Name,Medium Voltage Length (miles),Three Phase Medium Voltage Length (miles),Three Phase Overhead Medium Voltage Length (miles),Two Phase Medium Voltage Length (miles),Two Phase Overhead Medium Voltage Length (miles),Single Phase Medium Voltage Length (miles),Single Phase Overhead Medium Voltage Length (miles),Overhead Percentage of Medium Voltage Line Miles,Ratio of Medium Voltage Lines to Number of Customers,Maximum Node Distance From Substation (miles),Nominal Voltage of Source (kV),Low Voltage Length (miles),Three Phase Low Voltage Length (miles),Three Phase Overhead Low Voltage Length (miles),Two Phase Low Voltage Length (miles),Two Phase Overhead Low Voltage Length (miles),Single Phase Low Voltage Length (miles),Single Phase Overhead Low Voltage Length (miles),Maximum Line Length From Transformer to Load (miles),Overhead Percentage of Low Voltage Line Miles,Ratio of Low Voltage Lines to Number of Customers,Number of Voltage Regulators,Number of Capacitors,Average Regulator Distance From Substation (miles),Average Capacitor Distance From Substation (miles),Number of Fuses,Number of Reclosers,Average Recloser Distance From Substation (miles),Number of Breakers,Number of Switches,Number of Lines Connected to Adjacent Feeder,Number of Closed Loops,Number of Transformers,Total Transformer Capacity (MVA),Number of Single Phase Transformers,Number of Three Phase Transformers,Ratio of Single Phase Transformers to Three Phase Transformers,Total Peak Planning Load (MW),Total Phase A Peak Planning Load (MW),Total Phase B Peak Planning Load (MW),Total Phase C Peak Planning Load (MW),Total Reactive Peak Planning Load (MVar),Percentage of Low Voltage Peak Planning Load on Phase A,Percentage of Low Voltage Peak Planning Load on Phase B,Percentage of Low Voltage Peak Planning Load on Phase C,Number of Single Phase Low Voltage Loads,Number of Three Phase Low Voltage Loads,Number of Medium Voltage Loads,Total Medium Voltage Peak Planning Load (MW),Average Number of Loads per Transformer,Average Peak Planning Load Power Factor,Average Peak Planning Load Imbalance by Phase,Total Number of Customers,Number of Customers per Square Mile of Feeder Convex Hull,Total Peak Planning Load (MW) per Square Mile of Feeder Convex Hull,Total Reactive Peak Planning Load (MVar) per Square Mile of Feeder Convex Hull,Total Transformer Capacity (MVA) per Square Mile of Feeder Convex Hull,Average Node Degree,Average Shortest Path Length,Diameter (Maximum Eccentricity),Number of PVs,Total PV Capacity (MW),Number of PVs with Volt-Var Control,Total Capacity of PVs with Volt-Var Control (MW),Number of PVs with Volt-Watt and Volt-Var Control,Total Capacity of PVs with Volt-Watt Volt-Var Control (MW),Number of Batteries,Total Capacity of Batteries (MW),Average Year of Building Construction,Average Land Value (USD per Square Foot),Percentage of Rural Customers,Percentage of Urban Customers,Percentage of Residential Customers,Percentage of Commercial Customers,Percentage of Industrial Customers,County,Line Configuration
2,p4uhs3_1247--p4udt17903,p4udt17903-p4uhs3_1247x,p4uhs3_1247,9.6658,2.7031,2.7025,0.0,0.0,6.9627,5.9571,64.4887,0.0721,4.1053,12.47,3.7622,0.0006,0.0,0.0,0.0,3.7616,2.7902,0.0989,20.7789,0.028076438064424548,0,1,,1.0904,10,0,,0,39,1,0,83,2.335,82,1,82.0,0.7405,0.23642684000000005,0.244566416,0.2595067440000001,0.1542,31.928,33.0272,35.0448,133,1,0,0.0,1.6145,0.9789,0.6456,134.0,3159133283.0697,17458157.335,3635099.7689,55049076238.5653,1.9948,27.3493,65,0,0.0,0,0.0,0,0.0,0,0.0,1989.0,172.29689118548043,0.0,100.0,97.4619,0.0,2.5380700000000003,Travis,delta-wye
3,p4uhs3_1247--p4udt16430,p4udt16430-p4uhs3_1247x,p4uhs3_1247,19.6592,4.6185,4.6185,0.0,0.0,15.0406,15.0301,59.8605,0.046,6.1781,12.47,13.1648,0.0,0.0,0.0,0.0,13.1648,13.1546,0.0952,40.0763,0.03083096312286453,0,2,,3.3373,17,0,,0,0,0,0,256,6.7,256,0,0.0,2.2776,0.985927488,0.7013117592,0.5903607528000001,0.4678,43.288000000000004,30.7917,25.9203,427,0,0,0.0,1.6680000000000001,0.9791,0.6667,427.0,5955653090.8412,31766961.6803,6524392.6746,93449357631.4669,1.9983,33.7973,83,0,0.0,0,0.0,0,0.0,0,0.0,1993.0,89.59288030152315,0.0,100.0,97.5352,0.176056,2.28873,Travis,delta-wye
4,p4uhs4_1247--p4udt17398,p4udt17398-p4uhs4_1247x,p4uhs4_1247,20.5207,3.4395,3.1791,0.0,0.0,17.0812,17.0081,69.3579,0.0618,4.3559,12.47,8.585,0.0006,0.0,0.0,0.0,8.5844,8.3674,0.1159,28.7482,0.02585846363484876,0,1,,2.5994,14,0,,0,10,0,0,199,5.825,198,1,198.0,1.9964,0.5279499764,0.604529884,0.8639201395999999,0.4127,26.4451,30.281,43.2739,331,1,0,0.0,1.6683,0.9772,0.6592,332.0,6080430937.3233,36563344.882,7558604.1301,106682259668.399,1.9976,26.3066,64,0,0.0,0,0.0,0,0.0,0,0.0,1994.0,279.8687983783071,0.0,100.0,95.4142,0.147929,4.437869999999998,Travis,delta-wye
5,p4uhs6_1247--p4udt1281,p4udt1281-p4uhs6_1247x,p4uhs6_1247,29.5683,5.4801,4.0263,0.0,0.0,24.0883,19.5805,48.1076,0.0346,3.7862,12.47,19.5026,0.245,0.0,0.0,0.0,19.2576,13.3649,0.0859,27.2359,0.022836757116109684,0,2,,1.1852,38,0,,0,262,0,0,466,14.34,455,11,41.3636,5.2285,1.7305184730000005,1.745200101,1.7527814260000003,1.0772,33.0978,33.3786,33.5236,839,15,0,0.0,1.8287,0.9785,0.5956,854.0,17378685382.9376,106399122.8328,21921051.8385,291815396242.7714,1.9992,57.9258,142,0,0.0,0,0.0,0,0.0,0,0.0,1983.0,142.40515303741742,0.0,100.0,93.1915,3.14894,3.65957,Travis,delta-wye
6,p4uhs5_1247--p4udt10630,p4udt10630-p4uhs5_1247x,p4uhs5_1247,29.4189,9.4856,8.2498,0.0,0.0,19.9333,18.1372,59.413000000000004,0.0398,4.9191,12.47,14.994000000000002,0.3448,0.0,0.0,0.0,14.6492,10.6657,0.0847,24.0148,0.020262169911329352,0,2,,2.8215,44,0,,0,155,0,0,415,15.39,398,17,23.4118,5.5742,1.8327635148,1.9151055972,1.826330888,1.1909999999999998,32.8794,34.3566,32.764,720,20,0,0.0,1.7831,0.9768,0.522,740.0,11524127388.9559,86807909.4839,18548378.6108,239670703400.0438,1.999,48.4308,130,0,0.0,0,0.0,0,0.0,0,0.0,1990.0,2355.3732132976397,0.0,100.0,91.5822,2.1823900000000003,6.23539,Travis,delta-wye
7,p4uhs5_1247--p4udt3570,p4udt3570-p4uhs5_1247x,p4uhs5_1247,28.3903,7.6005,5.1247,0.0,0.0,20.7898,18.871,57.9117,0.0472,5.0604,12.47,13.0448,0.622,0.0,0.0,0.0,12.4228,9.0768,0.0783,21.906,0.02170507520720824,0,1,,2.9579,29,0,,0,192,0,0,396,15.8,356,40,8.9,5.5453,1.8484093037,1.847749413,1.8491412833,1.1918,33.3329,33.321,33.3461,560,41,0,0.0,1.5177,0.9761,0.4362,601.0,11823055796.8281,109089519.6704,23445026.9932,310822431929.9246,1.9989,59.2114,147,0,0.0,0,0.0,0,0.0,0,0.0,1992.0,120.82212975746216,0.0,100.0,88.4615,4.561719999999998,6.97674,Travis,delta-wye
8,p4uhs7_1247--p4udt8751,p4udt8751-p4uhs7_1247x,p4uhs7_1247,22.9689,5.5448,4.4979,0.0,0.0,17.4241,16.7265,67.6744,0.0629,4.2155,12.47,8.3937,0.3222,0.0,0.0,0.0,8.0715,7.0092,0.0926,22.3489,0.02299639999806296,0,1,,1.8136,25,0,,0,88,0,0,254,8.72,239,15,15.9333,3.0144,0.9378160128,1.0510489344,1.0255380672,0.6178,31.1112,34.8676,34.0213,348,17,0,0.0,1.4369999999999998,0.9782,0.5024,365.0,7412604751.885,61217351.2955,12546926.4502,177090173798.4578,1.9982,35.4311,97,0,0.0,0,0.0,0,0.0,0,0.0,2000.0,270.0159600829564,0.0,100.0,95.4087,2.23964,2.35162,Travis,delta-wye
9,p4uhs7_1247--p4udt22221,p4udt22221-p4uhs7_1247x,p4uhs7_1247,18.3867,4.7661,4.5038,0.0,0.0,13.6206,13.4684,72.1459,0.0694,3.8222,12.47,6.5242,0.0419,0.0,0.0,0.0,6.4822,6.2707,0.09,25.1723,0.02461946250798747,0,1,,1.7478,12,0,,0,24,1,0,162,5.145,158,4,39.5,1.7916,0.6958054835999999,0.5543873292,0.5414071872,0.3687,38.8371,30.9437,30.2192,261,4,0,0.0,1.6358,0.9772,0.611,265.0,4531506391.8967,30637043.7296,6303952.1711,87979624099.2766,1.9973,36.7936,81,0,0.0,0,0.0,0,0.0,0,0.0,1999.0,320.6358647711708,0.0,100.0,94.8553,1.1254,4.01929,Travis,delta-wye
10,p4uhs3_1247--p4udt2390,p4udt2390-p4uhs3_1247x,p4uhs3_1247,14.4641,5.9238,5.568,0.0,0.0,8.5403,7.8977,70.6907,0.0593,6.8873,12.47,4.5846,0.0332,0.0,0.0,0.0,4.5514,3.5344,0.0649,18.5543,0.018789306967204662,0,1,,5.289,19,0,,0,67,1,0,170,5.335,168,2,84.0,1.9388,0.6663442331999999,0.6372525392,0.6352032276,0.3957,34.3689,32.8684,32.7627,242,2,0,0.0,1.4353,0.9796,0.6293,244.0,3887157069.2554,30886638.4358,6303525.6642,84991733460.9727,1.9973,44.7953,123,0,0.0,0,0.0,0,0.0,0,0.0,2004.0,216.39570397720647,0.0,100.0,98.4985,1.05105,0.45045,Travis,delta-wye
11,p4uhs8_1247--p4udt1728,p4udt1728-p4uhs8_1247x,p4uhs8_1247,29.2142,10.6271,5.9072,0.0,0.0,18.5871,9.8399,27.8319,0.0172,4.4439,12.47,27.3652,0.1317,0.0,0.0,0.0,27.2335,7.515,0.0881,13.2822,0.016144689715250998,0,1,,2.0198,74,0,,0,892,0,0,665,31.895,656,9,72.8889,12.6578,4.165555402,4.2317430381999985,4.2605142176,2.573,32.909,33.4319,33.6592,1686,9,0,0.0,2.5489,0.9798,0.6351,1695.0,28096379349.8015,209816578.2734,42649470.9025,528692636791.6901,1.9996,147.4348,394,0,0.0,0,0.0,0,0.0,0,0.0,2004.0,375.54853047962837,0.0,100.0,98.8667,0.813008,0.320276,Travis,delta-wye
12,p4uhs8_1247--p4udt14683,p4udt14683-p4uhs8_1247x,p4uhs8_1247,18.8871,7.9835,3.9585,0.0,0.0,10.9036,4.3469999999999995,22.2717,0.016,3.3728,12.47,18.405,0.19399999999999998,0.0,0.0,0.0,18.211,2.5411,0.1191,6.814,0.015637194716531248,0,2,,2.2984,43,0,,0,694,0,0,435,22.1,425,10,42.5,8.5741,3.0124757386,2.7798689797000002,2.7817552817,1.7601,35.1346,32.4217,32.4437,1167,10,0,0.0,2.7057,0.9796,0.6135,1177.0,34678054637.4301,252618162.3846,51858017.7065,651134245953.4424,1.9994,99.4403,251,0,0.0,0,0.0,0,0.0,0,0.0,2000.0,152.90810678470194,0.0,100.0,99.0126,0.434439,0.5529229999999999,Travis,delta-wye
13,p4uhs9_1247--p4udt20209,p4udt20209-p4uhs9_1247x,p4uhs9_1247,11.6512,5.5874,5.086,0.0,0.0,6.0639,3.8689,48.2652,0.0334,3.5314,12.47,6.9024,0.4039,0.0,0.0,0.0,6.4984,3.0345,0.0802,16.3555,0.01977759192076964,0,1,,2.3077,23,0,,0,178,0,0,202,10.25,175,27,6.4815,3.7959,1.2411530148,1.2490636704,1.3056833147999998,0.8295,32.6972,32.9056,34.3972,318,31,0,0.0,1.7277,0.9759,0.3943,349.0,12342322159.8148,134240191.0319,29336648.6625,362489404407.17,1.9982,35.8576,113,0,0.0,0,0.0,0,0.0,0,0.0,1993.0,708.436350094917,0.0,100.0,91.8345,2.79642,5.36913,Travis,delta-wye
14,p4uhs9_1247--p4udt6157,p4udt6157-p4uhs9_1247x,p4uhs9_1247,24.1188,6.3797,3.9833,0.0,0.0,17.7391,9.157,26.9944,0.0162,3.2701,12.47,24.559,0.096,0.0,0.0,0.0,24.4629,7.7236,0.0842,15.8668,0.016538019360987852,0,2,,2.3445,58,0,,0,808,0,0,674,27.76,667,7,95.2857,10.8591,3.6561720972,3.6597773184,3.5431505844,2.2097,33.6692,33.7024,32.6284,1476,9,0,0.0,2.2033,0.9799,0.6483,1485.0,35752562340.1433,261440745.2033,53200971.0933,668344195664.8949,1.9995,117.4095,314,0,0.0,0,0.0,0,0.0,0,0.0,1992.0,195.2695894077631,0.0,100.0,97.48,2.31248,0.20753,Travis,delta-wye
15,p4uhs4_1247--p4udt8999,p4udt8999-p4uhs4_1247x,p4uhs4_1247,18.1584,5.3469,4.2975,0.0,0.0,12.8115,11.549000000000001,57.6623,0.0455,3.3147,12.47,9.3231,0.02,0.0,0.0,0.0,9.3031,5.5272,0.0852,20.1123,0.02336625356053535,0,1,,1.3768,21,0,,0,106,0,0,198,6.245,195,3,65.0,2.3127,0.953664972,0.6502479828,0.7087870451999999,0.4824,41.236000000000004,28.1164,30.6476,395,4,0,0.0,2.0152,0.9781,0.6367,399.0,9524249692.0142,55205871.3588,11515397.0201,149070023375.0103,1.9982,45.4793,110,0,0.0,0,0.0,0,0.0,0,0.0,1985.0,335.2698917267981,0.0,100.0,94.795,1.26183,3.94322,Travis,delta-wye
16,p4uhs4_1247--p4udt19484,p4udt19484-p4uhs4_1247x,p4uhs4_1247,18.4985,6.3011,5.4668,0.0,0.0,12.1974,11.1776,57.2981,0.0413,4.2122,12.47,10.5504,0.0817,0.0,0.0,0.0,10.4686,9.1974,0.0885,31.6618,0.02354995575427141,0,2,,1.8361,31,0,,0,68,1,0,249,8.1,243,6,40.5,2.9314,0.968417304,1.0009675696,0.9620151264,0.613,33.036,34.1464,32.8176,442,6,0,0.0,1.7992,0.9774,0.5923,448.0,9593748305.0642,62774354.8643,13127611.5032,173458395694.2425,1.9983,38.6917,112,0,0.0,0,0.0,0,0.0,0,0.0,1990.0,243.54203910834687,0.0,100.0,94.2543,0.977995,4.76773,Travis,delta-wye
17,p4uhs5_1247--p4udt15124,p4udt15124-p4uhs5_1247x,p4uhs5_1247,24.6349,6.1165,4.6773,0.0,0.0,18.5184,16.6241,57.3951,0.0317,3.0459,12.47,12.4787,0.1551,0.0,0.0,0.0,12.3236,9.3947,0.0844,25.3135,0.016080797747267856,0,1,,2.1152,43,0,,0,203,0,0,523,17.545,508,15,33.8667,6.1582,2.0319227228,2.0048943830000003,2.1213828942,1.2543,32.9954,32.5565,34.4481,759,17,0,0.0,1.4837,0.9797,0.6023,776.0,22819670716.21,181093531.7275,36883818.1048,515942168448.3325,1.9991,59.6949,139,0,0.0,0,0.0,0,0.0,0,0.0,1994.0,100.0766041153948,0.0,100.0,99.3833,0.30837,0.30837,Travis,delta-wye
18,p4uhs5_1247--p4udt20411,p4udt20411-p4uhs5_1247x,p4uhs5_1247,23.5199,5.9128,5.6476,0.0,0.0,17.6072,15.9855,61.8062,0.0365,4.051,12.47,11.4815,0.1088,0.0,0.0,0.0,11.3727,9.9368,0.0759,28.3896,0.01780081595134941,0,2,,2.4913,43,0,,0,79,0,0,407,13.595,402,5,80.4,4.7309,1.7561715817,1.4978833653,1.4768450530000001,0.9690000000000001,37.1213,31.6617,31.217,640,5,0,0.0,1.5848,0.9789,0.59,645.0,17492417778.2447,128300984.1973,26280210.9926,368696774721.3003,1.9989,41.4715,111,0,0.0,0,0.0,0,0.0,0,0.0,1993.0,110.05859105361596,0.0,100.0,97.8863,0.437318,1.67638,Travis,delta-wye
19,p4uhs4_1247--p4udt5981,p4udt5981-p4uhs4_1247x,p4uhs4_1247,27.7933,11.2057,10.3774,0.0,0.0,16.5876,15.7629,64.5715,0.0588,4.774,12.47,12.6895,0.3899,0.0,0.0,0.0,12.2996,9.6501,0.0947,23.8375,0.026827748506832987,0,2,,2.3731,52,0,,0,98,0,0,282,9.595,265,17,15.5882,3.4181,1.0916454331999998,1.2198378556000002,1.1066167112,0.7314,31.9372,35.6876,32.3752,454,19,0,0.0,1.6773,0.9738,0.5546,473.0,5899014898.4356,42628843.8864,9121882.9714,119663949155.3697,1.9985,40.6285,132,0,0.0,0,0.0,0,0.0,0,0.0,1994.0,1013.3508820004396,0.0,100.0,88.3825,2.8597,8.757819999999999,Travis,delta-wye
20,p4uhs10_1247--p4udt14276,p4udt14276-p4uhs10_1247x,p4uhs10_1247,14.225999999999999,2.7724,2.7724,0.0,0.0,11.4536,9.7401,49.2551,0.0271,2.6211,12.47,11.1775,0.0,0.0,0.0,0.0,11.1775,8.25,0.1048,32.476,0.021290458809611886,0,1,,1.6021,16,0,,0,138,0,0,352,9.975,352,0,0.0,3.4291,1.1892255964,1.1857073398000002,1.0541670638,0.6978,34.6804,34.5778,30.7418,525,0,0,0.0,1.4915,0.9797,0.6667,525.0,15663980470.1458,102312471.7793,20820707.4459,297615628932.7717,1.9987,46.8508,137,0,0.0,0,0.0,0,0.0,0,0.0,1995.0,144.64273894287066,0.0,100.0,99.2388,0.28544200000000003,0.475737,Travis,delta-wye
21,p4uhs10_1247--p4udt21933,p4udt21933-p4uhs10_1247x,p4uhs10_1247,31.719,9.8737,8.1796,0.0,0.0,21.8453,21.1578,63.8713,0.0438,3.698,12.47,14.2131,0.2209,0.0,0.0,0.0,13.9922,13.0538,0.0826,28.4197,0.01963129964774936,0,3,,2.0132,50,0,,0,115,0,0,445,16.565,429,16,26.8125,5.9895,2.0210190165,2.028859272,1.939627701,1.2229,33.7427,33.8736,32.3838,703,21,0,0.0,1.6269999999999998,0.9791,0.535,724.0,14111377675.3418,116740081.5133,23835354.3673,322865982309.4457,1.999,43.2697,110,0,0.0,0,0.0,0,0.0,0,0.0,1995.0,205.4505637891848,0.0,100.0,97.2385,1.52761,1.23384,Travis,delta-wye
22,p4uhs11_1247--p4udt10412,p4udt10412-p4uhs11_1247x,p4uhs11_1247,21.1702,4.6049,4.2255,0.0,0.0,16.5653,14.9134,60.38399999999999,0.0503,3.4487,12.47,10.5251,0.102,0.0,0.0,0.0,10.4231,8.2168,0.1406,25.9243,0.025000353959607743,0,3,,1.1433,19,0,,0,107,1,0,278,8.505,271,7,38.7143,2.8167,0.9372203079,0.9365189495999999,0.9429607425,0.5877,33.2737,33.2488,33.4775,414,7,0,0.0,1.5144,0.9774,0.5956,421.0,9844384277.2828,65863324.3099,13743082.0288,198875269069.573,1.9984,44.6537,108,0,0.0,0,0.0,0,0.0,0,0.0,1994.0,242.17116134717202,0.0,100.0,91.954,3.4482800000000005,4.5977,Travis,delta-wye
23,p4uhs11_1247--p4udt9291,p4udt9291-p4uhs11_1247x,p4uhs11_1247,17.3277,1.5465,1.5465,0.0,0.0,15.7811,15.7712,69.2448,0.0647,2.7203,12.47,7.6818,0.1101,0.0,0.0,0.0,7.5716,7.5716,0.3338,30.2751,0.028663270087833093,0,2,,0.8455,16,0,,0,0,0,0,164,5.03,161,3,53.6667,1.7117,0.5563127702,0.7504640544,0.4049231754,0.3571,32.5006,43.8432,23.6562,264,4,0,0.0,1.6341,0.9782,0.6089,268.0,7545659986.5084,48193873.7814,10054859.1357,141621901985.5866,1.9971,21.2119,53,0,0.0,0,0.0,0,0.0,0,0.0,1994.0,292.53652330939644,0.0,100.0,93.7778,2.66667,3.55556,Travis,delta-wye
24,p4uhs10_1247--p4udt11491,p4udt11491-p4uhs10_1247x,p4uhs10_1247,31.1237,10.0071,9.9464,0.0,0.0,21.1165,20.3705,61.3043,0.0469,6.0105,12.47,18.3295,0.1155,0.0,0.0,0.0,18.214000000000002,17.5394,0.1089,35.4668,0.02764631917988226,0,3,,2.509,53,0,,0,30,0,1,415,12.615,409,6,68.1667,4.3604,1.3405962592,1.3160166844,1.7037870564000002,0.9015,30.7448,30.1811,39.0741,656,7,0,0.0,1.5976,0.9774,0.6235,663.0,11705728619.5976,76985082.4503,15916472.8191,222726646359.3133,2.0,55.422,152,0,0.0,0,0.0,0,0.0,0,0.0,1993.0,274.35453272073534,0.0,100.0,95.2312,0.5780350000000001,4.19075,Travis,delta-wye
25,p4uhs12_1247--p4udt5377,p4udt5377-p4uhs12_1247x,p4uhs12_1247,20.6751,6.4433,5.2004,0.0,0.0,14.2318,11.7916,53.7433,0.0355,3.6979,12.47,10.9418,0.1647,0.0,0.0,0.0,10.7771,7.4501,0.0825,23.5638,0.01880028451943772,0,2,,2.2716,39,0,,0,176,0,0,338,14.95,323,15,21.5333,5.42,1.84539076,1.7952124,1.77939142,1.1154,34.0478,33.122,32.8301,564,18,0,0.0,1.7219,0.9783,0.4629,582.0,11840059549.5617,110263783.8196,22691918.8892,304138986711.2518,1.9988,59.1276,148,0,0.0,0,0.0,0,0.0,0,0.0,1998.0,192.06368170365639,0.0,100.0,95.4723,1.9516,2.57611,Travis,delta-wye
26,p4uhs7_1247--p4udt5694,p4udt5694-p4uhs7_1247x,p4uhs7_1247,23.3068,5.5244,5.0529,0.0,0.0,17.7823,17.3397,55.6675,0.0368,4.1473,12.47,16.9189,0.11,0.0,0.0,0.0,16.8089,14.554,0.0945,36.181,0.02672807559992955,0,2,,2.6781,38,0,,0,46,0,0,330,11.15,323,7,46.1429,4.0978,1.4567392153999998,1.2915978754000002,1.3494588114,0.8407,35.5493,31.5193,32.9313,624,9,0,0.0,1.9182,0.9787,0.6191,633.0,12901774795.65,83521175.8368,17134300.9836,227258750349.9173,1.9988,37.687,86,0,0.0,0,0.0,0,0.0,0,0.0,1982.0,292.0515239275411,0.0,100.0,96.4463,1.23967,2.31405,Travis,delta-wye
27,p4uhs7_1247--p4udt10974,p4udt10974-p4uhs7_1247x,p4uhs7_1247,20.3702,6.3759,6.2187,0.0,0.0,13.9944,12.2702,46.6003,0.0299,2.7039999999999997,12.47,19.3053,0.4456,0.0,0.0,0.0,18.8598,16.2999,0.1127,41.0829,0.028306962884782967,0,2,,1.8619,32,0,,0,64,0,0,363,15.515,337,26,12.9615,5.7139,1.8279680324,1.9541480861000002,1.9317781676,1.2068,31.9916,34.1999,33.8084,648,34,0,0.0,1.8788,0.9777,0.4477,682.0,19654351742.6494,164665919.5782,34779028.7517,447122092796.4907,1.9989,39.4809,87,0,0.0,0,0.0,0,0.0,0,0.0,1986.0,394.0394756231369,0.0,100.0,92.48,3.36,4.16,Travis,delta-wye
28,p4uhs2_1247--p4udt19679,p4udt19679-p4uhs2_1247x,p4uhs2_1247,27.4406,5.8054,4.9677,0.0,0.0,21.6352,20.239,52.696999999999996,0.0315,4.1847,12.47,20.3925,0.3217,0.0,0.0,0.0,20.0708,17.1882,0.1127,35.9337,0.02343969111674484,0,1,,2.2817,37,0,,0,89,1,0,440,14.895,425,15,28.3333,5.9289,2.0302747292999994,2.0188971702000003,1.8797281005000002,1.3057,34.2437,34.0518,31.7045,849,21,0,0.0,1.8012,0.9756,0.5895,870.0,13389290588.3287,91246455.9688,20094698.8585,229233888865.6986,1.9991,59.5541,142,0,0.0,0,0.0,0,0.0,0,0.0,1990.0,384.40784832156737,0.0,100.0,89.4299,2.30621,8.26393,Travis,delta-wye
29,p4uhs2_1247--p4udt15941,p4udt15941-p4uhs2_1247x,p4uhs2_1247,18.48,6.4846,4.2463,0.0,0.0,11.9954,6.5236,30.8659,0.0267,4.8127,12.47,16.4125,0.4548,0.0,0.0,0.0,15.9577,8.1354,0.1036,23.3156,0.02371747540097564,0,2,,2.8533,36,0,,0,386,0,0,369,14.285,354,15,23.6,5.2846,1.743098887,1.7501221204000004,1.7913789925999999,1.0892,32.9845,33.1174,33.8981,671,21,0,0.0,1.8753,0.9783,0.5088,692.0,14440337973.6363,110277298.5773,22729475.9406,298092814961.5554,1.9991,71.6332,186,0,0.0,0,0.0,0,0.0,0,0.0,1987.0,301.46898511580974,0.0,100.0,93.3222,3.50584,3.17195,Travis,delta-wye
30,p4uhs12_1247--p4udt20601,p4udt20601-p4uhs12_1247x,p4uhs12_1247,17.4179,7.1202,6.3775,0.0,0.0,10.2977,8.6663,52.1691,0.0366,4.0547,12.47,11.4187,0.6374,0.0,0.0,0.0,10.7813,8.0242,0.1044,27.8266,0.023988851045709247,0,1,,1.6689,28,0,,0,144,0,0,277,12.425,262,15,17.4667,4.6308,1.4158300536000001,1.5077421719999995,1.7072231436,0.9546,30.5742,32.559,36.8667,454,22,0,0.0,1.7184,0.9786,0.4672,476.0,8915644773.8238,86736578.9799,17880786.3123,232724551081.432,1.9986,60.4137,155,0,0.0,0,0.0,0,0.0,0,0.0,1986.0,295.5790565887649,0.0,100.0,95.5462,2.52101,1.93277,Travis,delta-wye
31,p4uhs12_1247--p4udt22081,p4udt22081-p4uhs12_1247x,p4uhs12_1247,12.4641,3.2371,1.6271,0.0,0.0,9.227,3.9097,22.8409,0.0191,2.7815,12.47,11.7766,0.0083,0.0,0.0,0.0,11.7683,3.091,0.094,12.7513,0.018034555223277158,0,2,,2.068,26,0,,0,485,0,0,372,13.07,368,4,92.0,4.9765,1.7423423209999995,1.6948117694999998,1.539340933,1.0313,35.0114,34.0563,30.9322,649,4,0,0.0,1.7554,0.9786,0.6439,653.0,22237741268.5369,169472344.7244,35120024.1254,445095372710.2277,1.9991,97.6875,245,0,0.0,0,0.0,0,0.0,0,0.0,1988.0,165.97063690350618,0.0,100.0,97.7311,0.510493,1.75837,Travis,delta-wye
32,p4uhs13_1247--p4udt1395,p4udt1395-p4uhs13_1247x,p4uhs13_1247,18.8561,7.3783,3.2287,0.0,0.0,11.4778,3.6038,16.5441,0.015,3.1282,12.47,22.443,0.2903,0.0,0.0,0.0,22.1527,6.2567,0.0795,15.1496,0.017868602316598668,0,1,,1.9664,61,0,,0,976,0,0,688,27.725,662,26,25.4615,10.6843,3.5431168817,3.5598484955000003,3.5813346227999996,2.1721,33.1619,33.3185,33.5196,1228,28,0,0.0,1.8256,0.9799,0.5944,1256.0,42038254065.9822,357602795.5534,72700715.4099,927954294569.5416,1.9995,112.8663,319,0,0.0,0,0.0,0,0.0,0,0.0,1986.0,154.88313325897002,0.0,100.0,98.958,0.929316,0.112644,Travis,delta-wye
33,p4uhs13_1247--p4udt23237,p4udt23237-p4uhs13_1247x,p4uhs13_1247,25.2002,6.6592,4.1168,0.0,0.0,18.541,12.7156,34.9613,0.0215,3.6069999999999998,12.47,22.9455,0.4331,0.0,0.0,0.0,22.5125,13.0686,0.1202,27.1438,0.019594824797895462,0,2,,1.8607,52,0,,0,544,0,0,669,24.395,648,21,30.8571,9.0446,3.0883872052000005,3.06566717,2.8905365802000005,1.8825,34.1462,33.895,31.9587,1146,25,0,0.0,1.7504,0.9791,0.5879,1171.0,32995242842.5353,254849217.5581,53042131.6401,687377411736.6693,1.9994,85.0276,222,0,0.0,0,0.0,0,0.0,0,0.0,1993.0,215.63046119842843,0.0,100.0,96.9076,1.78838,1.3040200000000002,Travis,delta-wye
34,p4uhs2_1247--p4udt22231,p4udt22231-p4uhs2_1247x,p4uhs2_1247,30.3945,8.8858,7.4369,0.0,0.0,21.5087,17.500999999999998,51.9845,0.0387,3.7505,12.47,17.5774,1.0259,0.0,0.0,0.0,16.5515,12.4535,0.0723,25.9601,0.022391589873375344,0,2,,1.415,50,0,,0,184,0,0,472,19.41,426,46,9.2609,8.112,2.677438608,2.7126365760000004,2.721924816,1.7051,33.0059,33.4398,33.5543,731,53,1,0.8692,1.6596,0.9776,0.4304,785.0,14291801040.7087,147687479.6265,31043165.4161,353380711083.0004,1.9991,46.4878,114,0,0.0,0,0.0,0,0.0,0,0.0,1995.0,478.460430656739,0.0,100.0,93.0651,3.652730000000002,3.28216,Travis,delta-wye
